forecast_origin_date,target_date,model_name,actual,predicted,residual,absolute_error,day_of_week,month,forecast_load_band,net_intake_magnitude,backlog_state,capacity_utilization_band,anomaly_status,imputation_status,pressure_regime
2025-10-23,2025-10-30,validation_weighted_ensemble,2304.0,2336.4728578492213,-32.47285784922133,32.47285784922133,Thursday,October,medium,low,True,normal,normal,observed,high_pressure
2025-10-24,2025-10-31,validation_weighted_ensemble,2302.0,2342.81918121748,-40.819181217480036,40.819181217480036,Friday,October,medium,low,False,normal,normal,imputed,normal
2025-10-25,2025-11-01,validation_weighted_ensemble,2300.0,2351.3700211970354,-51.370021197035385,51.370021197035385,Saturday,October,medium,low,False,normal,normal,imputed,normal
2025-10-26,2025-11-02,validation_weighted_ensemble,2298.0,2360.3700211970354,-62.370021197035385,62.370021197035385,Sunday,October,medium,low,True,normal,normal,observed,high_pressure
2025-10-27,2025-11-03,validation_weighted_ensemble,2297.0,2356.5198898060344,-59.51988980603437,59.51988980603437,Monday,October,medium,low,False,normal,normal,observed,normal
2025-10-28,2025-11-04,validation_weighted_ensemble,2303.0,2343.7198898060346,-40.719889806034644,40.719889806034644,Tuesday,October,medium,low,True,normal,normal,observed,high_pressure
2025-10-29,2025-11-05,validation_weighted_ensemble,2313.0,2325.0972920764993,-12.097292076499343,12.097292076499343,Wednesday,October,medium,moderate,False,normal,normal,observed,normal
2025-10-30,2025-11-06,validation_weighted_ensemble,2297.0,2332.8198519463867,-35.819851946386734,35.819851946386734,Thursday,October,medium,low,True,normal,normal,observed,high_pressure
2025-10-31,2025-11-07,validation_weighted_ensemble,2307.0,2326.019851946387,-19.019851946387007,19.019851946387007,Friday,October,medium,low,False,normal,normal,imputed,normal
2025-11-01,2025-11-08,validation_weighted_ensemble,2317.0,2307.7877555756327,9.212244424367327,9.212244424367327,Saturday,November,medium,low,False,normal,normal,imputed,normal
2025-11-02,2025-11-09,validation_weighted_ensemble,2327.0,2300.9877555756325,26.01224442436751,26.01224442436751,Sunday,November,medium,low,True,normal,normal,observed,high_pressure
2025-11-03,2025-11-10,validation_weighted_ensemble,2330.0,2297.3331986641915,32.666801335808486,32.666801335808486,Monday,November,medium,low,False,normal,normal,observed,normal
2025-11-04,2025-11-11,validation_weighted_ensemble,2333.0,2311.002739261089,21.99726073891088,21.99726073891088,Tuesday,November,medium,low,False,normal,normal,observed,normal
2025-11-05,2025-11-12,validation_weighted_ensemble,2350.0,2340.3150019508525,9.684998049147453,9.684998049147453,Wednesday,November,medium,low,True,normal,normal,observed,high_pressure
2025-11-06,2025-11-13,validation_weighted_ensemble,2343.0,2303.8027392610893,39.1972607389107,39.1972607389107,Thursday,November,medium,low,False,normal,normal,observed,normal
2025-11-07,2025-11-14,validation_weighted_ensemble,2350.0,2334.1500705559683,15.849929444031659,15.849929444031659,Friday,November,medium,low,False,normal,normal,imputed,normal
2025-11-08,2025-11-15,validation_weighted_ensemble,2355.0,2351.350070555968,3.649929444031841,3.649929444031841,Saturday,November,medium,low,False,normal,normal,imputed,normal
2025-11-09,2025-11-16,validation_weighted_ensemble,2362.0,2371.0351247301596,-9.035124730159623,9.035124730159623,Sunday,November,medium,low,True,normal,normal,observed,high_pressure
2025-11-10,2025-11-17,validation_weighted_ensemble,2378.0,2376.4351247301593,1.5648752698407407,1.5648752698407407,Monday,November,medium,low,False,normal,normal,imputed,normal
2025-11-11,2025-11-18,validation_weighted_ensemble,2383.0,2376.0000561250436,6.999943874956443,6.999943874956443,Tuesday,November,medium,low,False,normal,normal,observed,normal
2025-11-12,2025-11-19,validation_weighted_ensemble,2372.0,2398.83512473016,-26.835124730159805,26.835124730159805,Wednesday,November,medium,moderate,True,normal,normal,observed,high_pressure
2025-11-13,2025-11-20,validation_weighted_ensemble,2397.0,2394.849216145488,2.150783854512156,2.150783854512156,Thursday,November,medium,moderate,True,normal,normal,observed,high_pressure
2025-11-14,2025-11-21,validation_weighted_ensemble,2405.0,2400.049216145488,4.950783854511883,4.950783854511883,Friday,November,medium,low,False,normal,normal,imputed,normal
2025-11-15,2025-11-22,validation_weighted_ensemble,2413.0,2402.585072439587,10.414927560413162,10.414927560413162,Saturday,November,medium,low,False,normal,normal,imputed,normal
2025-11-16,2025-11-23,validation_weighted_ensemble,2421.0,2411.4504176354467,9.549582364553316,9.549582364553316,Sunday,November,medium,low,False,normal,normal,observed,normal
2025-11-17,2025-11-24,validation_weighted_ensemble,2411.0,2435.4791388942194,-24.47913889421943,24.47913889421943,Monday,November,high,low,False,normal,normal,observed,normal
2025-11-18,2025-11-25,validation_weighted_ensemble,2422.0,2442.6177854567964,-20.617785456796355,20.617785456796355,Tuesday,November,high,low,False,normal,normal,observed,normal
2025-11-19,2025-11-26,validation_weighted_ensemble,2418.0,2416.2867543227353,1.7132456772646947,1.7132456772646947,Wednesday,November,high,low,False,normal,normal,observed,normal
2025-11-20,2025-11-27,validation_weighted_ensemble,2413.0,2460.4867543227356,-47.48675432273558,47.48675432273558,Thursday,November,high,low,False,normal,normal,observed,normal
2025-11-21,2025-11-28,validation_weighted_ensemble,2420.0,2469.0867543227355,-49.08675432273549,49.08675432273549,Friday,November,high,low,False,normal,normal,imputed,normal
2025-11-22,2025-11-29,validation_weighted_ensemble,2426.0,2478.886754322735,-52.886754322735214,52.886754322735214,Saturday,November,high,low,False,normal,normal,imputed,normal
2025-11-23,2025-11-30,validation_weighted_ensemble,2433.0,2487.4867543227356,-54.48675432273558,54.48675432273558,Sunday,November,high,moderate,True,normal,normal,observed,high_pressure
2025-11-24,2025-12-01,validation_weighted_ensemble,2436.0,2461.13591434318,-25.135914343180048,25.135914343180048,Monday,November,high,low,False,normal,normal,observed,normal
2025-11-25,2025-12-02,validation_weighted_ensemble,2441.0,2476.4867543227356,-35.48675432273558,35.48675432273558,Tuesday,November,high,low,True,normal,normal,observed,high_pressure
2025-11-26,2025-12-03,validation_weighted_ensemble,2451.0,2475.9359143431802,-24.93591434318023,24.93591434318023,Wednesday,November,high,low,False,normal,normal,imputed,normal
2025-11-27,2025-12-04,validation_weighted_ensemble,2457.0,2452.034305189558,4.9656948104420735,4.9656948104420735,Thursday,November,high,low,True,normal,normal,observed,high_pressure
2025-11-28,2025-12-05,validation_weighted_ensemble,2456.0,2457.4956586269814,-1.495658626981367,1.495658626981367,Friday,November,high,low,False,normal,normal,imputed,normal
2025-11-29,2025-12-06,validation_weighted_ensemble,2454.0,2462.295658626981,-8.295658626981094,8.295658626981094,Saturday,November,high,low,False,normal,normal,imputed,normal
2025-11-30,2025-12-07,validation_weighted_ensemble,2453.0,2468.695658626981,-15.695658626981185,15.695658626981185,Sunday,November,high,low,True,normal,normal,observed,high_pressure
2025-12-01,2025-12-08,validation_weighted_ensemble,2467.0,2485.256640034721,-18.25664003472093,18.25664003472093,Monday,December,high,low,False,normal,normal,observed,normal
2025-12-02,2025-12-09,validation_weighted_ensemble,2473.0,2488.346126576853,-15.34612657685284,15.34612657685284,Tuesday,December,high,low,False,normal,normal,observed,normal
2025-12-03,2025-12-10,validation_weighted_ensemble,2493.0,2506.7461265768525,-13.746126576852475,13.746126576852475,Wednesday,December,high,low,True,normal,normal,observed,high_pressure
2025-12-04,2025-12-11,validation_weighted_ensemble,2484.0,2521.2489632290385,-37.24896322903851,37.24896322903851,Thursday,December,high,low,False,normal,normal,observed,normal
2025-12-05,2025-12-12,validation_weighted_ensemble,2488.0,2513.5461265768527,-25.546126576852657,25.546126576852657,Friday,December,high,low,False,normal,normal,imputed,normal
2025-12-06,2025-12-13,validation_weighted_ensemble,2493.0,2506.746126576853,-13.74612657685293,13.74612657685293,Saturday,December,high,low,False,normal,normal,imputed,normal
2025-12-07,2025-12-14,validation_weighted_ensemble,2497.0,2500.9461265768527,-3.9461265768527483,3.9461265768527483,Sunday,December,high,low,True,normal,normal,observed,high_pressure
2025-12-08,2025-12-15,validation_weighted_ensemble,2512.0,2520.607480014276,-8.607480014276007,8.607480014276007,Monday,December,high,low,True,normal,normal,observed,high_pressure
2025-12-09,2025-12-16,validation_weighted_ensemble,2522.0,2527.395286597298,-5.395286597297854,5.395286597297854,Tuesday,December,high,low,False,normal,normal,observed,normal
2025-12-10,2025-12-17,validation_weighted_ensemble,2512.0,2554.47185416967,-42.47185416967022,42.47185416967022,Wednesday,December,high,low,False,normal,normal,observed,normal
2025-12-11,2025-12-18,validation_weighted_ensemble,2522.0,2536.47185416967,-14.471854169670223,14.471854169670223,Thursday,December,high,low,False,normal,normal,observed,normal
2025-12-12,2025-12-19,validation_weighted_ensemble,2515.0,2543.47185416967,-28.471854169670223,28.471854169670223,Friday,December,high,low,False,normal,normal,imputed,normal
2025-12-13,2025-12-20,validation_weighted_ensemble,2509.0,2552.67185416967,-43.67185416967004,43.67185416967004,Saturday,December,high,low,False,normal,normal,imputed,normal
2025-12-14,2025-12-21,validation_weighted_ensemble,2502.0,2559.67185416967,-57.67185416967004,57.67185416967004,Sunday,December,high,low,False,normal,normal,observed,normal
